iter	Logloss
175	0.4606068373
176	0.4595511228
177	0.4588380814
178	0.4583608747
179	0.4575319588
180	0.4566672236
181	0.4557059109
182	0.4547382474
183	0.4537880599
184	0.4528459191
185	0.4512950569
186	0.4500332087
187	0.4484976292
188	0.4473437756
189	0.4463692218
190	0.4453379989
191	0.4445772499
192	0.4434164226
193	0.4424922287
194	0.4414765447
195	0.4401856452
196	0.4390413344
197	0.4383728623
198	0.4373560518
199	0.4365965635
200	0.4356023163
201	0.4347098708
202	0.433974573
203	0.433175084
204	0.4325141609
205	0.4311618268
206	0.4302900016
207	0.4292818874
208	0.4287260532
209	0.4278233021
210	0.4268569738
211	0.4263452798
212	0.4252038658
213	0.4245874166
214	0.4235291868
215	0.4228933126
216	0.4217406124
217	0.4208716869
218	0.420092684
219	0.4191808432
220	0.4181674927
221	0.4173309892
222	0.4165758789
223	0.4159015685
224	0.4149511874
225	0.4141246557
226	0.4134549379
227	0.4127914846
228	0.4116723955
229	0.4109558672
230	0.4101411462
231	0.4090859711
232	0.4083510339
233	0.4074302822
234	0.4066683501
235	0.4056721985
236	0.4048686653
237	0.4043627232
238	0.4035659492
239	0.4026953161
240	0.4017110825
241	0.4009965241
242	0.4002010137
243	0.3995628506
244	0.398776859
245	0.3978321671
246	0.3968681246
247	0.3960466623
248	0.3953343689
249	0.39463678
250	0.3938813329
251	0.392959249
252	0.3922668993
253	0.3915776849
254	0.3908126861
255	0.3899284571
256	0.3892542273
257	0.3887004822
258	0.3879647702
259	0.3871275216
260	0.3862625241
261	0.3855504394
262	0.3849110425
263	0.3841670454
264	0.3834255666
265	0.3824219584
266	0.3816896349
267	0.3810266227
268	0.3802965403
269	0.3794769824
270	0.3787492365
271	0.3782127321
272	0.3772656441
273	0.3763462603
274	0.3755420119
275	0.3744961381
276	0.3737827659
277	0.3730023086
278	0.3725551546
279	0.3717837274
280	0.3712136596
281	0.3704957008
282	0.3698926449
283	0.3694387347
284	0.368677038
285	0.3679166108
286	0.3674137414
287	0.3666320741
288	0.3660083264
289	0.3652043313
290	0.3647541702
291	0.3634445578
292	0.3625746489
293	0.3618968755
294	0.361006552
295	0.360516277
296	0.3596277595
297	0.3589571595
298	0.3582903326
299	0.3576230913
300	0.3567326337
301	0.3561538965
302	0.3555968285
303	0.3549177647
304	0.3542454302
305	0.3532799333
306	0.3526060313
307	0.3520189971
308	0.3513671696
309	0.3507436991
310	0.3501539081
311	0.3490264177
312	0.3484466732
313	0.3477465719
314	0.3468717128
315	0.3462376446
316	0.34573116
317	0.3450685531
318	0.3446245551
319	0.3441316277
320	0.3433351785
321	0.34255777
322	0.3418531775
323	0.3412239581
324	0.3406656057
325	0.3399683118
326	0.3391583294
327	0.3382776082
328	0.3375730634
329	0.3369646162
330	0.3361906528
331	0.3355289042
332	0.3351142198
333	0.3345709801
334	0.333972916
335	0.3334997416
336	0.3328529
337	0.3322590888
338	0.3316673934
339	0.3310210705
340	0.3303428501
341	0.3296782643
342	0.3290926009
343	0.3286174744
344	0.3278638989
345	0.3272847831
346	0.3267051488
347	0.3260483623
348	0.3253906459
349	0.3246822894
350	0.3241917878
351	0.3236205518
352	0.3230502009
353	0.3226447821
354	0.3221479058
355	0.3217766345
356	0.3212114453
357	0.3206497431
358	0.3199882209
359	0.3193417609
360	0.3186479211
361	0.3178202599
362	0.3172008514
363	0.3166341871
364	0.3161835492
365	0.3154318601
366	0.3149438888
367	0.3143483639
368	0.3138333648
369	0.31323497
370	0.3126670271
371	0.3123629332
372	0.3117787451
373	0.3112938493
374	0.3108219981
375	0.3103694797
376	0.3097539693
377	0.3089928001
378	0.3085118651
379	0.3079676986
380	0.3074316531
381	0.3067748964
382	0.3061697334
383	0.3056946278
384	0.3052231222
385	0.3046197861
386	0.3041518182
387	0.3036805063
388	0.3026712954
389	0.3018035769
390	0.3010381848
391	0.3005264103
392	0.300034225
393	0.2994906217
394	0.2990338832
395	0.2986755371
396	0.2980923265
397	0.2974413544
398	0.2969392002
399	0.2965790004
400	0.2960202992
401	0.2955710441
402	0.2949547499
403	0.2944140106
404	0.293968159
405	0.2934085697
406	0.2930014074
407	0.2925488412
408	0.2921085238
409	0.2916214257
410	0.29107503
411	0.2907359481
412	0.2902780533
413	0.289796254
414	0.2891962826
415	0.2887653708
416	0.2883320838
417	0.2877177
418	0.2872407079
419	0.2868132234
420	0.2862940013
421	0.2857649654
422	0.2852506697
423	0.2847125471
424	0.2842335433
425	0.2838113904
426	0.2833467722
427	0.283022964
428	0.2824428886
429	0.2820263982
430	0.2813648254
431	0.280842647
432	0.2803314
433	0.2797573894
434	0.279301554
435	0.2788064897
436	0.2783539623
437	0.2780063212
438	0.2775408894
439	0.2770960808
440	0.276614207
441	0.2760168552
442	0.2755686224
443	0.2750763744
444	0.2747229606
445	0.2743213743
446	0.2740659773
447	0.2733973742
448	0.2728439122
449	0.272406128
450	0.2720599651
451	0.2716050208
452	0.2712150365
453	0.2707161188
454	0.2703372777
455	0.2699069917
456	0.269327718
457	0.268913576
458	0.2684375584
459	0.2679118007
460	0.2675449252
461	0.2669218451
462	0.266481787
463	0.2659361869
464	0.2655120641
465	0.2650813848
466	0.2646497577
467	0.2641805083
468	0.2638693631
469	0.2634441197
470	0.2630001098
471	0.2625878245
472	0.2621206969
473	0.261639455
474	0.2612683117
475	0.2607546419
476	0.2603059202
477	0.2599393249
478	0.2593482852
479	0.2591122776
480	0.258648631
481	0.2580210984
482	0.2576592535
483	0.2572470576
484	0.2567936957
485	0.2563388437
486	0.2558603019
487	0.2555039912
488	0.2551105201
489	0.2544205695
490	0.2539659828
491	0.253674826
492	0.2532840818
493	0.2528870702
494	0.2524977028
495	0.2521060318
496	0.2517190516
497	0.2513710141
498	0.25100573
499	0.2505063385
